KODS,TIPS_CD,STATUSS,APSTIPR,APST_PAK,VKUR_CD,VKUR_TIPS,NOSAUKUMS,SORT_NOS,ATRIB,PNOD_CD,DAT_SAK,DAT_MOD,DAT_BEIG,FOR_BUILD,PLAN_ADR,STD,KOORD_X,KOORD_Y,DD_N,DD_E
101705664,108,EKS,Y,254.0,100322953,107,6,0006,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 6, Jūrmala, LV-2008",312865.783,481358.034,56.959018,23.693462
101705672,108,EKS,Y,254.0,100322953,107,61,0061,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 61, Jūrmala, LV-2008",312882.205,479793.247,56.9591,23.667731
101705680,108,EKS,Y,254.0,100322953,107,66,0066,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 66, Jūrmala, LV-2008",312743.725,480003.817,56.957865,23.671204
101705697,108,EKS,Y,254.0,100322953,107,68,0068,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 68, Jūrmala, LV-2008",312744.127,479946.554,56.957866,23.670262
101705703,108,EKS,Y,254.0,100322953,107,70,0070,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 70, Jūrmala, LV-2008",312730.259,479909.784,56.95774,23.669659
101705711,108,EKS,Y,254.0,100322953,107,72,0072,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 72, Jūrmala, LV-2008",312736.892,479873.216,56.957798,23.669057
101705728,108,EKS,Y,254.0,100322953,107,72A,0072A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 72A, Jūrmala, LV-2008",312727.646,479852.119,56.957714,23.668711
101705736,108,EKS,Y,254.0,100322961,107,1,0001,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Asnu iela 1, Jūrmala, LV-2011",310249.966,480174.46,56.93547,23.674205
101705744,108,EKS,Y,254.0,100322961,107,3,0003,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Asnu iela 3, Jūrmala, LV-2011",310221.341,480204.499,56.935214,23.674701
101705752,108,EKS,Y,254.0,100322961,107,5,0005,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Asnu iela 5, Jūrmala, LV-2011",310191.767,480227.74,56.934949,23.675085
101705760,108,EKS,Y,252.0,100322978,107,1,0001,LV-2008,100035056.0,2001.01.25,2011.07.04,,N,N,"Atbalss iela 1, Jūrmala, LV-2008",312918.341,478405.258,56.959361,23.644905
101705777,108,EKS,Y,254.0,100322978,107,11A,0011A,LV-2011,100037734.0,2001.01.25,2017.10.04,,N,N,"Atbalss iela 11A, Jūrmala, LV-2011",311893.56,478178.211,56.950145,23.64126
101705785,108,EKS,Y,252.0,100322978,107,14,0014,LV-2011,100037734.0,2001.01.25,2022.11.01,,N,N,"Atbalss iela 14, Jūrmala, LV-2011",312128.471,478402.302,56.952266,23.644923
101705793,108,EKS,Y,254.0,100322978,107,15,0015,LV-2011,100037734.0,2001.01.25,2013.02.22,,N,N,"Atbalss iela 15, Jūrmala, LV-2011",312099.625,478281.304,56.952001,23.642937
101705808,108,EKS,Y,252.0,100322978,107,17,0017,LV-2011,100037734.0,2001.01.25,2013.02.22,,N,N,"Atbalss iela 17, Jūrmala, LV-2011",312148.643,478280.928,56.952441,23.642926
101705824,108,EKS,Y,252.0,100322978,107,19,0019,LV-2011,100037734.0,2001.01.25,2013.02.22,,N,N,"Atbalss iela 19, Jūrmala, LV-2011",312228.88,478313.012,56.953163,23.643447
101705832,108,EKS,Y,254.0,100322978,107,19A,0019A,LV-2011,100037734.0,2001.01.25,2013.02.22,,N,N,"Atbalss iela 19A, Jūrmala, LV-2011",312241.401,478287.147,56.953275,23.643021
101705840,108,EKS,Y,252.0,100322978,107,4,0004,LV-2011,100037734.0,2001.01.25,2013.02.22,,N,N,"Atbalss iela 4, Jūrmala, LV-2011",311626.069,478264.153,56.947746,23.642695
101705857,108,EKS,Y,252.0,100322978,107,6,0006,LV-2011,100037734.0,2001.01.25,2013.02.22,,N,N,"Atbalss iela 6, Jūrmala, LV-2011",311698.081,478236.838,56.948392,23.64224
101705865,108,EKS,Y,254.0,100322978,107,8,0008,LV-2011,100037734.0,2001.01.25,2013.02.22,,N,N,"Atbalss iela 8, Jūrmala, LV-2011",311716.9,478311.146,56.948564,23.64346
101705873,108,EKS,Y,252.0,100322978,107,9,0009,LV-2011,100037734.0,2001.01.25,2013.02.22,,N,N,"Atbalss iela 9, Jūrmala, LV-2011",311818.109,478176.216,56.949467,23.641233
101705881,108,EKS,Y,252.0,100322986,107,6 k-2,0006 k-0002,LV-2015,100034794.0,2001.01.25,2011.04.15,,N,N,"Ātrā iela 6 k-2, Jūrmala, LV-2015",314488.188,487588.808,56.973802,23.795837
101705904,108,EKS,Y,252.0,100322986,107,8,0008,LV-2015,100034794.0,2001.01.25,2011.04.15,,N,N,"Ātrā iela 8, Jūrmala, LV-2015",314456.899,487609.028,56.973521,23.796171
101705912,108,EKS,Y,254.0,100322994,107,2,0002,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Audēju iela 2, Jūrmala, LV-2011",310965.041,476673.788,56.94173,23.616614
101705920,108,EKS,Y,252.0,100328111,107,6,0006,LV-2012,100033952.0,2001.01.25,2022.02.04,,N,N,"Ziedoņa iela 6, Jūrmala, LV-2012",310823.733,468719.82,56.939992,23.485906
101705937,108,EKS,Y,254.0,100323006,107,10,0010,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Augļu iela 10, Jūrmala, LV-2012",310865.979,468582.565,56.940362,23.483645
101705945,108,EKS,Y,254.0,100323006,107,11,0011,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Augļu iela 11, Jūrmala, LV-2012",310815.451,468548.061,56.939906,23.483085
101705953,108,EKS,Y,254.0,100323006,107,12,0012,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Augļu iela 12, Jūrmala, LV-2012",310857.665,468551.115,56.940285,23.48313
101705961,108,EKS,Y,254.0,100323006,107,13,0013,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Augļu iela 13, Jūrmala, LV-2012",310801.711,468506.188,56.939779,23.482398
101705978,108,EKS,Y,254.0,100323006,107,14,0014,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Augļu iela 14, Jūrmala, LV-2012",310840.586,468519.891,56.94013,23.482618
101705986,108,EKS,Y,252.0,100323006,107,1A,0001A,LV-2012,100033952.0,2001.01.25,2022.02.04,,N,N,"Augļu iela 1A, Jūrmala, LV-2012",310855.642,468736.443,56.94028,23.486176
101705994,108,EKS,Y,254.0,100323006,107,2,0002,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Augļu iela 2, Jūrmala, LV-2012",310919.236,468698.03,56.940848,23.485536
101706006,108,EKS,Y,254.0,100323006,107,3,0003,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Augļu iela 3, Jūrmala, LV-2012",310857.44,468651.305,56.94029,23.484776
101706014,108,EKS,Y,252.0,100323006,107,4,0004,LV-2012,100033952.0,2001.01.25,2013.05.13,,N,N,"Augļu iela 4, Jūrmala, LV-2012",310908.001,468663.885,56.940745,23.484977
101706022,108,EKS,Y,254.0,100323006,107,6,0006,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Augļu iela 6, Jūrmala, LV-2012",310896.091,468649.732,56.940637,23.484745
101706030,108,EKS,Y,252.0,100323006,107,7,0007,LV-2012,100033952.0,2001.01.25,2006.10.19,,N,N,"Augļu iela 7, Jūrmala, LV-2012",310843.957,468610.196,56.940166,23.484102
101706047,108,EKS,Y,254.0,100323006,107,8,0008,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Augļu iela 8, Jūrmala, LV-2012",310880.136,468611.543,56.940491,23.48412
101706055,108,EKS,Y,252.0,100323006,107,9,0009,LV-2012,100033952.0,2001.01.25,2012.12.17,,N,N,"Augļu iela 9, Jūrmala, LV-2012",310828.129,468575.192,56.940021,23.483529
101706063,108,EKS,Y,254.0,100323014,107,4A,0004A,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Augusta iela 4A, Jūrmala, LV-2015",313433.788,489388.282,56.964374,23.825482
101706071,108,EKS,Y,254.0,100323014,107,6B,0006B,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Augusta iela 6B, Jūrmala, LV-2015",313417.768,489415.609,56.964231,23.825932
101706088,108,EKS,Y,254.0,100323022,107,14,0014,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Ausekļa iela 14, Jūrmala, LV-2008",312074.639,483355.555,56.951987,23.72636
101706096,108,EKS,Y,254.0,100323022,107,20,0020,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Ausekļa iela 20, Jūrmala, LV-2008",312052.241,483182.275,56.951779,23.723512
101706102,108,EKS,Y,254.0,100323022,107,23,0023,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Ausekļa iela 23, Jūrmala, LV-2008",312088.272,483088.042,56.952099,23.721961
101706110,108,EKS,Y,254.0,100323022,107,25,0025,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Ausekļa iela 25, Jūrmala, LV-2008",312082.429,483056.502,56.952046,23.721443
101706127,108,EKS,Y,254.0,100323022,107,34,0034,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Ausekļa iela 34, Jūrmala, LV-2008",312004.33,482830.849,56.951336,23.717738
101706135,108,EKS,Y,254.0,100323022,107,6,0006,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Ausekļa iela 6, Jūrmala, LV-2008",312115.539,483583.547,56.952362,23.730105
101706143,108,EKS,Y,254.0,100323030,107,5,0005,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Ausmas iela 5, Jūrmala, LV-2015",313605.563,489935.08,56.96593,23.834468
101706151,108,EKS,Y,254.0,100323030,107,6,0006,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Ausmas iela 6, Jūrmala, LV-2015",313584.919,489928.812,56.965744,23.834365
101706168,108,EKS,Y,252.0,100323047,107,16,0016,LV-2008,100035056.0,2001.01.25,2011.09.08,,N,N,"Aveņu iela 16, Jūrmala, LV-2008",311391.245,481654.436,56.945783,23.698443
101706176,108,EKS,Y,252.0,100323047,107,18,0018,LV-2008,100035056.0,2001.01.25,2011.04.08,,N,N,"Aveņu iela 18, Jūrmala, LV-2008",311342.512,481609.568,56.945344,23.697709
101706192,108,EKS,Y,254.0,100323047,107,29,0029,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Aveņu iela 29, Jūrmala, LV-2008",311457.018,481317.994,56.946361,23.692908
101706207,108,EKS,Y,253.0,100323047,107,2A,0002A,LV-2008,100035056.0,2001.01.25,2009.06.27,,N,N,"Aveņu iela 2A, Jūrmala, LV-2008",311351.312,482065.594,56.945441,23.705204
101706215,108,EKS,Y,254.0,100323047,107,32,0032,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Aveņu iela 32, Jūrmala, LV-2008",311372.24,481218.726,56.945595,23.691282
101706223,108,EKS,Y,252.0,100323047,107,33,0033,LV-2008,100035056.0,2001.01.25,2023.03.07,,N,N,"Aveņu iela 33, Jūrmala, LV-2008",311454.67,481249.681,56.946337,23.691785
101706231,108,EKS,Y,254.0,100323047,107,35,0035,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Aveņu iela 35, Jūrmala, LV-2008",311458.086,481217.232,56.946366,23.691251
101706248,108,EKS,Y,254.0,100323047,107,37,0037,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Aveņu iela 37, Jūrmala, LV-2008",311416.872,481223.423,56.945996,23.691356
101706256,108,EKS,Y,252.0,100323047,107,39,0039,LV-2008,100035056.0,2001.01.25,2005.11.04,,N,N,"Aveņu iela 39, Jūrmala, LV-2008",311462.784,481184.997,56.946407,23.690721
101706264,108,EKS,Y,254.0,100323047,107,4,0004,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Aveņu iela 4, Jūrmala, LV-2008",311393.299,482004.06,56.945815,23.704189
101706272,108,EKS,Y,252.0,100323047,107,42,0042,LV-2008,100035056.0,2001.01.25,2013.03.27,,N,N,"Aveņu iela 42, Jūrmala, LV-2008",311379.714,481036.203,56.945655,23.688281
101706280,108,EKS,Y,254.0,100323047,107,43,0043,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Aveņu iela 43, Jūrmala, LV-2008",311416.658,481132.054,56.94599,23.689854
101706297,108,EKS,Y,254.0,100323047,107,44,0044,LV-2008,100035056.0,2001.01.25,2005.11.04,,N,N,"Aveņu iela 44, Jūrmala, LV-2008",311378.434,480951.025,56.94564,23.686881
101706303,108,EKS,Y,254.0,100323047,107,47,0047,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Aveņu iela 47, Jūrmala, LV-2008",311444.633,481011.439,56.946237,23.68787
101706311,108,EKS,Y,254.0,100323047,107,4A,0004A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Aveņu iela 4A, Jūrmala, LV-2008",311357.078,482007.528,56.94549,23.704249
101706328,108,EKS,Y,252.0,100323047,107,55,0055,LV-2008,100035056.0,2001.01.25,2006.11.13,,N,N,"Aveņu iela 55, Jūrmala, LV-2008",311444.207,480894.667,56.946228,23.68595
101706336,108,EKS,Y,252.0,100323047,107,7,0007,LV-2008,100035056.0,2001.01.25,2012.08.17,,N,N,"Aveņu iela 7, Jūrmala, LV-2008",311430.559,481854.205,56.946144,23.701724
101706344,108,EKS,Y,252.0,100323047,107,8,0008,LV-2008,100035056.0,2001.01.25,2007.03.26,,N,N,"Aveņu iela 8, Jūrmala, LV-2008",311379.287,481883.284,56.945685,23.702205
101706352,108,EKS,Y,252.0,100323047,107,9,0009,LV-2008,100035056.0,2001.01.25,2008.06.05,,N,N,"Aveņu iela 9, Jūrmala, LV-2008",311428.403,481817.745,56.946123,23.701124
101706360,108,EKS,Y,254.0,100323055,107,12A,0012A,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Avotu iela 12A, Jūrmala, LV-2015",313658.085,489768.187,56.966398,23.831721
101706377,108,EKS,Y,254.0,100323055,107,14,0014,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Avotu iela 14, Jūrmala, LV-2015",313686.218,489778.515,56.966651,23.831889
101706385,108,EKS,Y,252.0,100323055,107,16,0016,LV-2015,100034794.0,2001.01.25,2004.08.31,,N,N,"Avotu iela 16, Jūrmala, LV-2015",313711.013,489792.179,56.966874,23.832113
101706393,108,EKS,Y,254.0,100323055,107,2A,0002A,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Avotu iela 2A, Jūrmala, LV-2015",313559.859,489648.068,56.965513,23.829749
101706416,108,EKS,Y,254.0,100323055,107,4,0004,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Avotu iela 4, Jūrmala, LV-2015",313573.051,489661.097,56.965631,23.829963
101706424,108,EKS,Y,254.0,100323055,107,7,0007,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Avotu iela 7, Jūrmala, LV-2015",313912.073,489943.124,56.968683,23.834588
101706432,108,EKS,Y,254.0,100323055,107,8,0008,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Avotu iela 8, Jūrmala, LV-2015",313598.8,489693.828,56.965864,23.8305
101706440,108,EKS,Y,254.0,100323055,107,9,0009,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Avotu iela 9, Jūrmala, LV-2015",313947.836,489946.301,56.969005,23.834639
101706457,108,EKS,Y,254.0,100323063,107,1,0001,LV-2010,100031112.0,2001.01.25,2007.11.07,,N,N,"Babītes iela 1, Jūrmala, LV-2010",314396.588,492735.749,56.973088,23.880506
101706465,108,EKS,Y,254.0,100323063,107,1 k-3,0001 k-0003,LV-2010,100031112.0,2001.01.25,2007.11.07,,N,N,"Babītes iela 1 k-3, Jūrmala, LV-2010",314438.409,492715.112,56.973464,23.880165
101706473,108,EKS,Y,254.0,100323063,107,3 k-2,0003 k-0002,LV-2010,100031112.0,2001.01.25,2007.11.07,,N,N,"Babītes iela 3 k-2, Jūrmala, LV-2010",314362.117,492631.627,56.972777,23.878794
101706481,108,EKS,Y,254.0,100323063,107,3 k-3,0003 k-0003,LV-2010,100031112.0,2001.01.25,2007.11.07,,N,N,"Babītes iela 3 k-3, Jūrmala, LV-2010",314380.198,492615.238,56.972939,23.878524
101706498,108,EKS,Y,254.0,100323063,107,3 k-4,0003 k-0004,LV-2010,100031112.0,2001.01.25,2007.11.07,,N,N,"Babītes iela 3 k-4, Jūrmala, LV-2010",314406.716,492599.411,56.973177,23.878263
101706504,108,EKS,Y,254.0,100323063,107,3 k-5,0003 k-0005,LV-2010,100031112.0,2001.01.25,2007.11.07,,N,N,"Babītes iela 3 k-5, Jūrmala, LV-2010",314434.003,492587.36,56.973422,23.878064
101706512,108,EKS,Y,254.0,100323063,107,3 k-6,0003 k-0006,LV-2010,100031112.0,2001.01.25,2007.11.07,,N,N,"Babītes iela 3 k-6, Jūrmala, LV-2010",314422.11,492635.747,56.973316,23.87886
101706520,108,EKS,Y,254.0,100323063,107,3 k-7,0003 k-0007,LV-2010,100031112.0,2001.01.25,2007.11.07,,N,N,"Babītes iela 3 k-7, Jūrmala, LV-2010",314392.105,492652.687,56.973047,23.87914
101706537,108,EKS,Y,254.0,100323063,107,3 k-8,0003 k-0008,LV-2010,100031112.0,2001.01.25,2007.11.07,,N,N,"Babītes iela 3 k-8, Jūrmala, LV-2010",314361.202,492667.745,56.972769,23.879388
101706586,108,EKS,Y,252.0,100323071,107,4,0004,LV-2008,100035056.0,2001.01.25,2004.07.14,,N,N,"Baļķu iela 4, Jūrmala, LV-2008",312931.216,480654.752,56.959577,23.681893
101706594,108,EKS,Y,252.0,100323088,107,6,0006,LV-2010,100031112.0,2001.01.25,2012.10.31,,N,N,"Baldones iela 6, Jūrmala, LV-2010",314752.675,494192.603,56.976308,23.904462
101706600,108,EKS,Y,254.0,100323088,107,7A,0007A,LV-2010,100031112.0,2001.01.25,2008.10.30,,N,N,"Baldones iela 7A, Jūrmala, LV-2010",314706.24,494256.441,56.975891,23.905514
101706625,108,EKS,Y,252.0,100323096,107,10 k-3,0010 k-0003,LV-2008,100035056.0,2001.01.25,2023.07.20,,N,N,"Baložu iela 10 k-3, Jūrmala, LV-2008",313229.884,482863.587,56.962347,23.718193
101706674,108,EKS,Y,252.0,100323096,107,5,0005,LV-2008,100035056.0,2001.01.25,2020.07.13,,N,N,"Baložu iela 5, Jūrmala, LV-2008",313226.419,482897.529,56.962317,23.718752
101706682,108,EKS,Y,254.0,100323110,107,2,0002,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Balvu iela 2, Jūrmala, LV-2015",315050.705,490077.136,56.978915,23.836747
101706690,108,EKS,Y,252.0,100323110,107,4,0004,LV-2015,100034794.0,2001.01.25,2017.09.21,,N,N,"Balvu iela 4, Jūrmala, LV-2015",315017.003,490071.19,56.978612,23.836651
101706705,108,EKS,Y,254.0,100323110,107,8A,0008A,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Balvu iela 8A, Jūrmala, LV-2015",314831.141,490296.176,56.976947,23.840359
101706713,108,EKS,Y,254.0,100323127,107,2,0002,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Bangu iela 2, Jūrmala, LV-2015",314153.536,486038.046,56.970751,23.770345
101706738,108,EKS,Y,254.0,100323143,107,19,0019,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Bauskas iela 19, Jūrmala, LV-2010",314969.662,491618.7,56.978218,23.862112
101706746,108,EKS,Y,254.0,100323143,107,19B,0019B,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Bauskas iela 19B, Jūrmala, LV-2010",314958.67,491636.324,56.978119,23.862402
101706754,108,EKS,Y,254.0,100323143,107,2,0002,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Bauskas iela 2, Jūrmala, LV-2010",315392.523,491374.821,56.982012,23.858085
101706762,108,EKS,Y,254.0,100323143,107,21,0021,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Bauskas iela 21, Jūrmala, LV-2010",314951.945,491640.199,56.978059,23.862466
101706770,108,EKS,Y,254.0,100323143,107,22,0022,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Bauskas iela 22, Jūrmala, LV-2010",314912.392,491575.931,56.977702,23.86141
101706787,108,EKS,Y,254.0,100323143,107,2A,0002A,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Bauskas iela 2A, Jūrmala, LV-2010",315381.563,491368.652,56.981913,23.857984
101706795,108,EKS,Y,254.0,100323143,107,6,0006,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Bauskas iela 6, Jūrmala, LV-2010",315334.6,491402.267,56.981492,23.858539
101706801,108,EKS,Y,254.0,100323143,107,7,0007,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Bauskas iela 7, Jūrmala, LV-2010",315277.948,491504.595,56.980985,23.860224
101706818,108,EKS,Y,254.0,100323151,107,11,0011,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Baznīcas iela 11, Jūrmala, LV-2015",314054.491,486188.187,56.969866,23.77282
101706826,108,EKS,Y,252.0,100323151,107,12/14,0012/0014,LV-2015,100034794.0,2001.01.25,2011.04.26,,N,N,"Baznīcas iela 12/14, Jūrmala, LV-2015",313969.203,486177.257,56.969099,23.772645
101706834,108,EKS,Y,252.0,100323151,107,13,0013,LV-2015,100034794.0,2001.01.25,2011.04.15,,N,N,"Baznīcas iela 13, Jūrmala, LV-2015",314023.025,486248.774,56.969585,23.773819
101706842,108,EKS,Y,254.0,100323151,107,23,0023,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Baznīcas iela 23, Jūrmala, LV-2015",313765.195,486240.131,56.967269,23.773691
101706875,108,EKS,Y,254.0,100323151,107,30,0030,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Baznīcas iela 30, Jūrmala, LV-2015",313659.051,486158.939,56.966313,23.772361
101706891,108,EKS,Y,252.0,100323151,107,5,0005,LV-2015,100034794.0,2001.01.25,2005.12.19,,N,N,"Baznīcas iela 5, Jūrmala, LV-2015",314154.166,486167.145,56.970761,23.772469
101706906,108,EKS,Y,254.0,100323151,107,6,0006,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Baznīcas iela 6, Jūrmala, LV-2015",314004.077,486173.898,56.969413,23.772588
101706922,108,EKS,Y,254.0,100323151,107,7,0007,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Baznīcas iela 7, Jūrmala, LV-2015",314125.126,486180.238,56.9705,23.772686
101706947,108,EKS,Y,252.0,100323168,107,1 k-2,0001 k-0002,LV-2015,100034794.0,2001.01.25,2011.04.28,,N,N,"Bērzaunes iela 1 k-2, Jūrmala, LV-2015",315316.508,489689.025,56.981294,23.830351
101706955,108,EKS,Y,254.0,100323176,107,1,0001,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Bērzu iela 1, Jūrmala, LV-2008",312933.568,481952.149,56.95965,23.703226
101706963,108,EKS,Y,252.0,100323176,107,14,0014,LV-2008,100035056.0,2001.01.25,2020.05.07,,N,N,"Bērzu iela 14, Jūrmala, LV-2008",312501.144,481987.264,56.955767,23.703834
101706971,108,EKS,Y,252.0,100323176,107,15,0015,LV-2008,100035056.0,2001.01.25,2018.12.20,,N,N,"Bērzu iela 15, Jūrmala, LV-2008",312504.652,482020.725,56.9558,23.704384
101706988,108,EKS,Y,254.0,100323176,107,3,0003,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Bērzu iela 3, Jūrmala, LV-2008",312908.425,481961.809,56.959425,23.703387
101706996,108,EKS,Y,254.0,100323176,107,4,0004,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Bērzu iela 4, Jūrmala, LV-2008",312891.188,481923.438,56.959268,23.702757
101707008,108,EKS,Y,254.0,100323176,107,5,0005,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Bērzu iela 5, Jūrmala, LV-2008",312865.933,481961.007,56.959043,23.703377
101707016,108,EKS,Y,252.0,100323176,107,6,0006,LV-2008,100035056.0,2001.01.25,2017.09.22,,N,N,"Bērzu iela 6, Jūrmala, LV-2008",312858.517,481926.744,56.958975,23.702814
101707024,108,EKS,Y,252.0,100323176,107,7,0007,LV-2008,100035056.0,2001.01.25,2021.08.10,,N,N,"Bērzu iela 7, Jūrmala, LV-2008",312838.573,481972.329,56.958798,23.703565
101707032,108,EKS,Y,254.0,100323176,107,9,0009,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Bērzu iela 9, Jūrmala, LV-2008",312739.26,481984.854,56.957906,23.703778
101707040,108,EKS,Y,254.0,100323176,107,9A,0009A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Bērzu iela 9A, Jūrmala, LV-2008",312709.796,481990.064,56.957641,23.703866
101707057,108,EKS,Y,254.0,100323176,107,9C,0009C,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Bērzu iela 9C, Jūrmala, LV-2008",312728.136,482025.529,56.957808,23.704447
101707065,108,EKS,Y,252.0,100323184,107,4,0004,LV-2010,100031112.0,2001.01.25,2007.12.28,,N,N,"Bebru iela 4, Jūrmala, LV-2010",315597.179,493153.255,56.98388,23.887341
101707073,108,EKS,Y,252.0,100323184,107,2A,0002A,LV-2010,100031112.0,2001.01.25,2022.08.16,,N,N,"Bebru iela 2A, Jūrmala, LV-2010",315578.991,493121.973,56.983716,23.886827
101707081,108,EKS,Y,254.0,100323192,107,1,0001,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Bezdelīgu iela 1, Jūrmala, LV-2015",313768.672,486098.247,56.967295,23.771357
101707098,108,EKS,Y,252.0,100323192,107,4,0004,LV-2015,100034794.0,2001.01.25,2011.05.03,,N,N,"Bezdelīgu iela 4, Jūrmala, LV-2015",313714.093,486132.594,56.966806,23.771925
